,Code,Description
515,10541,"Bluefields, Nicaragua: Bluefields Airport"
516,10542,"Belgrade, Serbia: Beograd"
517,10543,"Benton Harbor/St. Joseph, MI: Southwest Michigan Regional"
518,10544,"Beica, Ethiopia: Beica Airport"
519,10545,"Belem, Brazil: Val de Cans International"
520,10547,"Benghazi, Libya: Benina International"
521,10548,"Newcastle, Australia: Lake Macquarie"
522,10549,"Berlin, Germany: Berlin Metropolitan Area"
523,10550,"Brest, France: Brest Bretagne"
524,10551,"Bethel, AK: Bethel Airport"
525,10552,"Bedourie, Australia: Bedourie North"
526,10553,"Beersheba, Israel: Teyman"
527,10554,"Beira, Mozambique: Beira Airport"
528,10555,"Beirut, Lebanon: Rafic Hariri International"
529,10556,"Blue Fox Bay, AK: Blue Fox Bay Airport"
530,10557,"Bradford, PA: Bradford Regional"
531,10558,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field"
532,10559,"Seattle, WA: Boeing Field/King County International"
533,10560,"Aurora, CO: Buckley AFB"
534,10561,"Bakersfield, CA: Meadows Field"
535,10562,"Mobile, AL: Mobile Downtown"
536,10563,"Bloemfontein, South Africa: Bram Fischer International"
537,10564,"Buffalo Range, Zimbabwe: Buffalo Range Airport"
538,10565,"Beaver Falls, PA: Beaver County"
539,10566,"Bahia de Pinas, Panama: Bahia de Pinas Airport"
540,10567,"Bedford, IN: Virgil I Grissom Municipal"
541,10568,"Belfast, United Kingdom: Belfast Aldergrove"
542,10569,"Beaufort, SC: Beaufort County"
543,10570,"Bucaramanga, Colombia: Palonegro"
544,10571,"Booue, Gabon: Booue Airport"
545,10572,"Borger, TX: Hutchinson County"
546,10573,"Bainbridge, GA: Decatur County Industrial Air Park"
547,10574,"Bangui, Central African Republic: Bangui-M'Poko"
548,10575,"Barbados/Bridgetown, Barbados: Grantley Adams International"
549,10576,"Baglung, Nepal: Baglung Airport"
550,10577,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field"
551,10578,"Bruggen, Germany: Bruggen Airport"
552,10579,"Bergen, Norway: Flesland"
553,10580,"Big Lake, AK: Big Lake Airport"
554,10581,"Bangor, ME: Bangor International"
555,10582,"Big Spring, TX: Big Spring McMahon-Wrinkle"
556,10583,"Bagdad, AZ: Bagdad Airport"
557,10584,"Bangassou, Central African Republic: Bangassou Airport"
558,10585,"Baghdad, Iraq: Al Muthana"
559,10586,"Bage, Brazil: Comandante Gustavo Kraemer"
560,10587,"Bergamo, Italy: Bergamo Orio Al Serio"
561,10588,"Shaikh Isa, Bahrain: Isa AB"
562,10589,"Bar Harbor, ME: Hancock County-Bar Harbor"
563,10590,"Bullhead City, AZ: Laughlin/Bullhead International"
564,10591,"Belfast, United Kingdom: Belfast City"
565,10592,"Blenheim, New Zealand: Woodbourne"
566,10593,"Brus Laguna, Honduras: Araslaya"
567,10594,"Bisha, Saudi Arabia: Bisha Airport"
568,10595,"Bahia Blanca, Argentina: Comandante Espora"
569,10596,"Bhuj, India: Bhuj Airport"
570,10597,"Bukhara, Uzbekistan: Bukhara Airport"
571,10598,"Bahia de Los Angeles, Mexico: Bahia de Los Angeles North"
572,10599,"Birmingham, AL: Birmingham-Shuttlesworth International"
573,10600,"Beihan, Yemen: Beihan Airport"
574,10601,"Bhopal, India: Raja Bhoj"
575,10602,"Broken Hill, Australia: Broken Hill Airport"
576,10603,"Bharatpur, Nepal: Bharatpur Airport"
577,10604,"Bathurst, Australia: Bathurst Airport"
578,10605,"Brighton Downs, Australia: Brighton Downs Airport"
579,10606,"Bhavnagar, India: Bhavnagar Airport"
580,10607,"Bahawalpur, Pakistan: Bahawalpur International"
581,10608,"Birmingham, United Kingdom: Birmingham Airport"
582,10609,"Beihai, China: Beihai Airport"
583,10610,"Belo Horizonte, Brazil: Belo Horizonte Metropolitan Area"
584,10611,"Bastia, France: Bastia Poretta"
585,10612,"Big Creek, AK: Big Creek Airport"
586,10613,"Block Island, RI: Block Island State"
587,10614,"Beatrice, NE: Beatrice Municipal"
588,10615,"El Paso, TX: Biggs AAF"
589,10616,"Big Delta, AK: Allen AAF"
590,10617,"Bishop, CA: Bishop Airport"
591,10618,"Bikini Atoll, Marshall Islands: Bikini Atoll Airport"
592,10619,"Biak, Indonesia: Manuhua"
593,10620,"Billings, MT: Billings Logan International"
594,10621,"Bimini, The Bahamas: Bimini International"
595,10622,"Bamyan, Afghanistan: Bamyan Airport"
596,10623,"Bilbao, Spain: Bilbao Airport"
597,10624,"Bulimba, Australia: Bulimba Airport"
598,10625,"Biarritz, France: Biarritz Pays Basque"
599,10626,"Biratnagar, Nepal: Biratnagar Airport"
600,10627,"Bismarck/Mandan, ND: Bismarck Municipal"
601,10628,"Bria, Central African Republic: Bria Airport"
602,10629,"Biloxi, MS: Keesler AFB"
603,10630,"Broomfield, CO: Rocky Mountain Metro"
604,10631,"Bemidji, MN: Bemidji Regional"
605,10632,"Wooster, OH: Wayne County"
606,10633,"Banjul, The Gambia: Banjul International"
607,10634,"Bujumbura, Burundi: Bujumbura International"
608,10635,"Bahir Dar, Ethiopia: Bahir Dar Ginbot Haya International"
609,10636,"Bajura, Nepal: Bajura Airport"
610,10637,"Bodrum, Turkey: Imsik"
611,10638,"Leon/Guanajuato, Mexico: Guanajuato International"
612,10639,"Badajoz, Spain: Badajoz Airport"
613,10640,"Buckland, AK: Buckland Airport"
614,10641,"Baker, OR: Baker City Municipal"
615,10642,"Brooks Lake, AK: Brooks Lake Airport"
616,10643,"Branson, MO: Branson Airport"
617,10644,"Kekaha, Kauai, HI: Barking Sands PMRF"
618,10645,"Kota Kinabalu, Malaysia: Kota Kinabalu International"
619,10646,"Bangkok, Thailand: Don Mueang International"
620,10647,"Cleveland, OH: Burke Lakefront"
621,10648,"Bakelalan, Malaysia: Bakelalan Airport"
622,10650,"Bamako, Mali: Modibo Keita"
623,10651,"Blackall, Australia: Blackall Airport"
624,10652,"Bengkulu, Indonesia: Fatmawati Soekarno"
625,10653,"Betioky, Madagascar: Betioky Airport"
626,10654,"Beckley, WV: Raleigh County Memorial"
627,10655,"Brookings, SD: Brookings Regional"
628,10656,"Bukavu, Congo (Kinshasa): Bukavu Kavumu"
629,10657,"Bukoba, Tanzania: Bukoba Airport"
630,10658,"Barcelona, Venezuela: General Jose Antonio Anzoategui International"
631,10659,"Balboa, Panama: Albrook AFB"
632,10660,"Bali, Cameroon: Bali Airport"
633,10661,"Boulder City, NV: Boulder City Municipal"
634,10662,"Borlange, Sweden: Borlange Airport"
635,10663,"Princeton/Bluefield, WV: Mercer County"
636,10664,"Belaga, Malaysia: Belaga Airport"
637,10665,"Blythe, CA: Blythe Airport"
638,10666,"Bellingham, WA: Bellingham International"
639,10667,"Batna, Algeria: Mostepha Ben Boulaid"
640,10668,"Blackpool, United Kingdom: Blackpool Airport"
641,10669,"Billund, Denmark: Billund Airport"
642,10670,"Belmar/Farmingdale, NJ: Monmouth Executive"
643,10671,"Blonduos, Iceland: Blonduos Airport"
644,10672,"Bellavista, Peru: Bellavista 1"
645,10673,"Bologna, Italy: Bologna Airport"
646,10674,"Bangalore, India: Kempegowda International"
647,10675,"Blackwater, Australia: Blackwater Airport"
648,10676,"Belleville, IL: Scott AFB/MidAmerica"
649,10677,"Blantyre, Malawi: Chileka International"
650,10678,"Stockholm, Sweden: Bromma"
651,10679,"Bumba, Congo (Kinshasa): Bumba Airport"
652,10680,"Brigham City, UT: Brigham City Airport"
653,10681,"Belo, Madagascar: Belo Sur Tsiribihina"
654,10682,"Broome, Australia: Broome International"
655,10683,"Bloomington, IN: Monroe County"
656,10684,"Bomai, Papua New Guinea: Bomai Airport"
657,10685,"Bloomington/Normal, IL: Central Illinois Regional"
658,10686,"Baramita, Guyana: Baramita Airport"
659,10687,"Berlin, NH: Berlin Regional"
660,10688,"Bitam, Gabon: Bitam Airport"
661,10689,"Bhamo, Burma: Banmaw"
662,10690,"Brampton Island, Australia: Brampton Island Airport"
663,10691,"Bordj Badji Mokhtar, Algeria: Bordj Mokhtar"
664,10692,"Big Mountain, AK: Big Mountain AFS"
665,10693,"Nashville, TN: Nashville International"
666,10694,"Boende, Congo (Kinshasa): Boende Airport"
667,10695,"Bandar Abbas, Iran: Bandar Abbas International"
668,10696,"Brisbane, Australia: Brisbane International"
669,10697,"Baranof, AK: Warm Spring Bay Seaplane Base"
670,10698,"Banning, CA: Banning Municipal"
671,10699,"Benin City, Nigeria: Benin City Airport"
672,10700,"Ballina, Australia: Ballina Byron Gateway"
673,10701,"Barnwell, SC: Barnwell Regional"
674,10702,"Bronnoysund, Norway: Bronnoy"
675,10703,"Burns, OR: Burns Municipal"
676,10704,"Barinas, Venezuela: Barinas Airport"
677,10705,"Banja Luka, Bosnia and Herzegovina: Banja Luka Airport"
678,10706,"Banz, Papua New Guinea: Banz Airport"
679,10707,"Boma, Congo (Kinshasa): Boma Airport"
680,10708,"Bora Bora, French Polynesia: Bora Bora Motu Mute"
681,10709,"Bocas del Toro, Panama: Bocas del Toro International"
682,10710,"Bordeaux, France: Bordeaux Merignac"
683,10711,"Bogota, Colombia: El Dorado International"
684,10712,"Bournemouth, United Kingdom: Bournemouth Airport"
685,10713,"Boise, ID: Boise Air Terminal"
686,10714,"Burgas, Bulgaria: Burgas Airport"
687,10715,"Brookings, OR: Brookings Airport"
688,10716,"Mumbai, India: Chhatrapati Shivaji International"
689,10717,"Bonaire, Bonaire, Sint Eustatius, and Saba: Flamingo International"
690,10718,"Bodo, Norway: Bodo Airport"
691,10719,"Boku, Papua New Guinea: Boku Airport"
692,10720,"Belfort, France: Fontaine"
693,10721,"Boston, MA: Logan International"
694,10722,"Bartow, FL: Bartow Municipal"
695,10723,"Borroloola, Australia: Borroloola Airport"
696,10724,"Bobo Dioulasso, Burkina Faso: Bobo Dioulasso Airport"
697,10725,"Bislig, Philippines: Bislig Airport"
698,10726,"Balikpapan, Indonesia: Sultan Aji Muhammad Sulaiman Sepinggan"
699,10727,"Porto Seguro, Brazil: Porto Seguro Airport"
700,10728,"Beaumont/Port Arthur, TX: Jack Brooks Regional"
701,10729,"Baler, Philippines: Baler Airport"
702,10730,"London, United Kingdom: Biggin Hill"
703,10731,"Brunswick, GA: Brunswick Golden Isles"
704,10732,"Aguadilla, PR: Rafael Hernandez"
705,10733,"Blagoveschensk, Russia: Ignatyevo"
706,10734,"Bequia, Saint Vincent and the Grenadines: J. F. Mitchell"
707,10735,"Bartlett Cove, AK: Bartlett Cove Seaplane Base"
708,10736,"Parana, Brazil: Pato Branco"
709,10737,"Barreiras, Brazil: Barreiras Airport"
710,10738,"San Carlos de Bariloche, Argentina: San Carlos de Bariloche Airport"
711,10739,"Brainerd, MN: Brainerd Lakes Regional"
712,10740,"Bremen, Germany: Bremen Airport"
713,10741,"Whitesburg, KY: Whitesburg Municipal"
714,10742,"Bari, Italy: Bari Airport"
715,10743,"Bourke, Australia: Bourke Airport"
716,10744,"Burlington, IA: Southeast Iowa Regional"
717,10745,"Barquisimeto, Venezuela: Barquisimeto International"
718,10746,"Berne, Switzerland: Bern/Belp"
719,10747,"Brownsville, TX: Brownsville South Padre Island International"
720,10748,"Brno, Czech Republic: Turany"
721,10749,"Barra, United Kingdom: Barra Airport"
722,10750,"Bristol, United Kingdom: Bristol Airport"
723,10751,"Bathurst Island, Australia: Bathurst Island Airport"
724,10752,"Brussels, Belgium: Brussels National"
725,10753,"Bremerhaven, Germany: Bremerhaven Airport"
726,10754,"Barrow, AK: Wiley Post/Will Rogers Memorial"
727,10755,"Barahona, Dominican Republic: Barahona Habanero"
728,10756,"Bardstown, KY: Samuels Field"
729,10757,"Bosaso, Somalia: Bosaso Airport"
730,10758,"Brasilia, Brazil: Presidente Juscelino Kubitschek International"
731,10759,"Baoshan, China: Baoshan Airport"
732,10760,"Bata, Equatorial Guinea: Bata Airport"
733,10761,"Biskra, Algeria: Mohamed Khider"
734,10762,"Mulhouse, France: EuroAirport"
735,10763,"Austin, TX: Bergstrom AFB"
736,10764,"Basco, Philippines: Basco Airport"
737,10765,"Bisbee, AZ: Bisbee Municipal"
738,10766,"Basra, Iraq: Basrah International"
739,10767,"Balsas, Brazil: Balsas Airport"
740,10768,"Basankusu, Congo (Kinshasa): Basankusu Airport"
741,10769,"Boswell Bay, AK: Boswell Bay Airport"
742,10770,"Bartletts, AK: Bartletts Airport"
743,10771,"Bertoua, Cameroon: Bertoua Airport"
744,10772,"Batticaloa, Sri Lanka: Batticaloa Airport"
745,10773,"Bonthe, Sierra Leone: Bonthe Airport"
746,10774,"Batu Besar, Indonesia: Batu Besar Airport"
747,10775,"Barter Island, AK: Barter Island Airport"
748,10776,"Banda Aceh, Indonesia: Sultan Iskandar Muda"
749,10777,"Bratsk, Russia: Bratsk Airport"
750,10778,"Battle Creek, MI: W K Kellogg"
751,10779,"Butte, MT: Bert Mooney"
752,10780,"Butler, PA: Butler County/K. W. Scholter Field"
753,10781,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field"
754,10782,"Bratislava, Slovakia: M. R. Stefanik International"
755,10783,"Bettles, AK: Bettles Airport"
756,10784,"Bintulu, Malaysia: Bintulu Airport"
757,10785,"Burlington, VT: Burlington International"
758,10786,"Beatty, NV: Beatty Airport"
759,10787,"Bursa, Turkey: Bursa Airport"
760,10788,"Buka Islands, Papua New Guinea: Buka"
761,10789,"Burketown, Australia: Burketown Airport"
762,10790,"Budapest, Hungary: Budapest Liszt Ferenc International"
763,10791,"Buenos Aires, Argentina: Buenos Aires Metropolitan Area"
764,10792,"Buffalo, NY: Buffalo Niagara International"
765,10793,"Benguela, Angola: 17 de Setembro"
766,10794,"Bucharest, Romania: Bucharest Metropolitan Area"
767,10795,"Bulolo, Papua New Guinea: Bulolo Airport"
768,10796,"Butler, MO: Butler Memorial"
769,10797,"Buenaventura, Colombia: Gerardo Tobar Lopez"
770,10798,"Burao, Somalia: Burao Airport"
771,10799,"Bulawayo, Zimbabwe: J. M. Nkomo International"
772,10800,"Burbank, CA: Bob Hope"
773,10801,"Batumi, Georgia: Batumi Airport"
774,10802,"Buyo, Cote d'Ivoire: Buyo Airport"
775,10803,"Bella Union, Uruguay: Bella Union Airport"
776,10804,"Bunia, Congo (Kinshasa): Bunia Airport"
777,10805,"Bunbury, Australia: Bunbury Airport"
778,10806,"Bushehr, Iran: Bushehr Airport"
779,10807,"Beauvais, France: Beauvais Tille"
780,10808,"Boa Vista, Brazil: Atlas Brasil Cantanhede"
781,10809,"Beaver Inlet, AK: Beaver Inlet Seaport"
782,10810,"Birdsville, Australia: Birdsville Airport"
783,10811,"Bartlesville, OK: Bartlesville Municipal"
784,10812,"St. James, MI: Beaver Island"
785,10814,"Batesville, AR: Batesville Regional"
786,10815,"Beverly, MA: Beverly Regional"
787,10816,"Bhairawa, Nepal: Gautam Buddha"
788,10817,"Brownwood, TX: Brownwood Regional"
789,10818,"Braunschweig, Germany: Braunschweig/Wolfsburg"
790,10819,"Bowling Green, KY: Bowling Green-Warren County Regional"
791,10820,"Butterworth, Malaysia: Butterworth Airport"
792,10821,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
793,10822,"Bawan, Papua New Guinea: Bawan Airport"
794,10823,"Bowman, ND: Bowman Municipal"
795,10824,"Bandar Seri Begawan, Brunei: Brunei International"
796,10825,"Blaine, WA: Blaine Municipal"
797,10826,"Burnie, Australia: Wynyard"
798,10827,"Woodbridge, United Kingdom: RAF Bentwaters"
799,10828,"Boxborough, MA: Sheraton Inn Heliport"
800,10829,"Bade, Indonesia: Bade Airport"
801,10830,"Bakel, Senegal: Bakel Airport"
802,10832,"Borrego Springs, CA: Borrego Valley"
803,10833,"Butuan, Philippines: Bancasi"
804,10834,"Boundary, AK: Boundary Airport"
805,10835,"Yacuiba, Bolivia: Yacuiba Airport"
806,10836,"Rock Hill, SC: Rock Hill/York County/Bryant Field"
807,10837,"Buffalo, WY: Johnson County"
808,10838,"Blytheville, AR: Arkansas International"
809,10839,"Burley/Rupert, ID: Burley Municipal"
810,10840,"Bouake, Cote d'Ivoire: Bouake Airport"
811,10841,"Boyne Falls, MI: Boyne Mountain"
812,10842,"Bantry, Ireland: Bantry Airport"
813,10843,"Bayreuth, Germany: Bayreuth Airport"
814,10844,"Blakely Island, WA: Blakely Island Airport"
815,10845,"Bonanza, Nicaragua: Bonanza Airport"
816,10846,"Belize City, Belize: Philip S. W. Goldson International"
817,10847,"Bydgoszcz, Poland: Szwederowo"
818,10848,"Balikesir, Turkey: Balikesir Airport"
819,10849,"Bozeman, MT: Bozeman Yellowstone International"
820,10850,"Bolzano, Italy: Bolzano Airport"
821,10851,"Beziers, France: Beziers Vias"
822,10852,"Washington, DC: Buzzards Point Seaplane Base"
823,10853,"Brazoria, TX: Eagle Air Park"
824,10854,"Brazzaville, Congo (Brazaville): Maya Maya"
825,10856,"Brize Norton, United Kingdom: Brize Norton Airport"
826,10857,"Camarillo, CA: Camarillo Airport"
827,10858,"Bakersfield, CA: Bakersfield Municipal"
828,10859,"Koala Mine, Canada: Koala Mine Airport"
829,10860,"Lake Simcoe, Canada: Lake Simcoe Airport"
830,10861,"Thetford Mines, Canada: Thetford Mines Airport"
831,10862,"Pelee Island, Canada: Pelee Island Airport"
832,10863,"Calgary, Canada: Calgary Springbank"
833,10865,"Cabinda, Angola: Cabinda Airport"
834,10866,"Cascavel, Brazil: Coronel Adalberto Mendes Da Silva"
835,10867,"Cadillac, MI: Wexford County"
836,10868,"Columbia, SC: Columbia Metropolitan"
837,10869,"Carauari, Brazil: Carauari Airport"
838,10870,"Cagliari, Italy: Elmas"
839,10871,"Ca Mau, Vietnam: Ca Mau Airport"
840,10872,"Cairo, Egypt: Cairo International"
841,10873,"Canaima, Venezuela: Canaima Airport"
842,10874,"Akron, OH: Akron-Canton Regional"
843,10875,"Campbeltown, United Kingdom: Campbeltown Airport"
844,10876,"Camiri, Bolivia: Choreti"
845,10877,"Guangzhou, China: Baiyun International"
846,10878,"Cap-Haitien, Haiti: Cap-Haitien International"
847,10879,"Caribou, ME: Caribou Municipal"
848,10880,"Casablanca, Morocco: Anfa"
849,10881,"New Bight, The Bahamas: New Bight Airport"
850,10882,"Campos, Brazil: Bartolomeu Lisandro"
851,10883,"Carlisle, United Kingdom: Carlisle Airport"
852,10884,"Cayenne, French Guiana: Cayenne Felix Eboue"
853,10885,"Cobar, Australia: Cobar Airport"
854,10886,"Corner Bay, AK: Corner Bay Airport"
855,10887,"Cochabamba, Bolivia: Jorge Wilstermann International"
856,10888,"Cumberland, MD: Greater Cumberland Regional"
857,10889,"Council Bluffs, IA: Council Bluffs Municipal"
858,10890,"Cambridge, United Kingdom: Cambridge Airport"
859,10891,"Colomb-Bechar, Algeria: Bechar/Leger"
860,10892,"Colby, KS: Murray"
861,10893,"Ciudad Bolivar, Venezuela: Ciudad Bolivar Airport"
862,10894,"Columbus, MS: Columbus AFB"
863,10895,"Cotabato, Philippines: Cotabato Airport"
864,10896,"Calabar, Nigeria: Margaret Ekpo International"
865,10897,"Canberra, Australia: Canberra Airport"
866,10898,"Coban, Guatemala: Coban Airport"
867,10899,"Canobie, Australia: Canobie Airport"
868,10900,"Cayo Coco, Cuba: Jardines del Rey International"
869,10902,"Carcassonne, France: Carcassonne Salvaza"
870,10903,"Chile Chico, Chile: Chile Chico Airport"
871,10904,"Concordia, Brazil: Olavo Cecco Rigon"
872,10905,"Calicut, India: Calicut Airport"
873,10906,"West Island, Cocos (Keeling) Islands: Cocos Keeling Island"
874,10907,"Crisciuma, Brazil: Criciuma"
875,10908,"Chakhcharan, Afghanistan: Chakhcharan Airport"
876,10909,"Concepcion, Chile: Carriel Sur International"
877,10910,"Concord, CA: Buchanan Field"
878,10911,"Caracas, Venezuela: Simon Bolivar International"
879,10912,"Kolkata, India: Netaji Subhash Chandra Bose International"
880,10914,"Caceres, Brazil: Caceres Airport"
881,10915,"Charles City, IA: Northeast Iowa Regional"
882,10916,"Chub Cay, The Bahamas: Chub Cay Airport"
883,10917,"Cold Bay, AK: Cold Bay Airport"
884,10918,"Cedar City, UT: Cedar City Regional"
885,10919,"Cortina d'Ampezzo, Italy: Cortina d'Ampezzo Airport"
886,10920,"Paris, France: Paris Charles de Gaulle"
887,10921,"Camden, AR: Harrell Field"
888,10922,"Conceicao Do Araguaia, Brazil: Conceicao Do Araguaia Airport"
889,10923,"Candle, AK: Candle 2"
890,10924,"Camden, SC: Woodward Field"
891,10925,"Chadron, NE: Chadron Municipal"
892,10926,"Cordova, AK: Merle K Mudhole Smith"
893,10927,"Caldwell, NJ: Essex County"
894,10928,"Wichita, KS: Cessna Aircraft Field"
895,10929,"Lapu-Lapu City, Philippines: Mactan-Cebu International"
896,10930,"Crescent City, CA: Jack McNamara Field"
897,10931,"Ceduna, Australia: Ceduna Airport"
898,10933,"Chicopee Falls, MA: Westover ARB Metropolitan"
899,10934,"Chester, United Kingdom: Hawarden"
900,10935,"Chiang Rai, Thailand: Chiang Rai Airport"
901,10936,"Chelyabinsk, Russia: Balandino"
902,10937,"Cape Eleuthera, The Bahamas: Cape Eleuthera Airport"
903,10938,"Central, AK: Central Airport"
904,10939,"Ciudad Obregon, Mexico: Ciudad Obregon International"
905,10940,"Waco Kungo, Angola: Waco Kungo Airport"
906,10941,"Concepcion, Bolivia: Concepcion Airport"
907,10942,"Cannes, France: Cannes Mandelieu"
908,10943,"Cherbourg, France: Cherbourg Maupertus"
909,10944,"Cholet, France: Cholet Le Pontreau"
910,10945,"Clemson, SC: Oconee County Regional"
911,10946,"Connersville, IN: Mettel Field"
912,10947,"Crestview, FL: Bob Sikes"
913,10948,"Chena Hot Springs, AK: Chena Hot Springs Airport"
