,Code,Description
5442,15695,"Cinder Mountain, AK: Cinder Mountain Airport"
5443,15696,"Hagemeister Island, AK: Hagemeister Island Airport"
5444,15697,"Cape Peirce, AK: Cape Peirce Airport"
5445,15698,"Cape Greig, AK: Cape Greig Airport"
5446,15699,"Kasba Lake, Canada: Kasba Lake Airport"
5447,15700,"Katmai Lodge, AK: Katmai Lodge Airport"
5448,15701,"South St. Paul, MN: South St. Paul Municipal-Richard E. Fleming Field"
5449,15703,"Mansfield, WA: Mansfield Airport"
5450,15704,"Burlington, WA: Bayview Farms"
5451,15705,"Medical Lake, WA: Isaacson"
5452,15706,"Winthrop, WA: Methow Valley State"
5453,15707,"Stehekin, WA: Stehekin Seaplane Landing"
5454,15708,"Chelan, WA: Chelan Seaplane Landing"
5455,15709,"Wales, AK: Wales Airport"
5456,15710,"Wabag, Papua New Guinea: Wabag Airport"
5457,15711,"Andriamena, Madagascar: Andriamena Airport"
5458,15712,"Wanganui, New Zealand: Whanganui"
5459,15713,"Chincoteague, VA: Wallops Flight Facility"
5460,15714,"Warsaw, IN: Warsaw Municipal"
5461,15715,"Washington, DC: Washington DC Metropolitan Area"
5462,15716,"Waterford, Ireland: Waterford Airport"
5463,15717,"Wave Hill, Australia: Wave Hill Old"
5464,15718,"Warsaw, Poland: Warsaw Chopin"
5465,15720,"Wahai, Indonesia: Wahai Airport"
5466,15721,"Stebbins, AK: Stebbins Airport"
5467,15722,"Commerce/Montebello, CA: Commerce/Montebello Heliport"
5468,15723,"Wapenamanda, Papua New Guinea: Wapenamanda Airport"
5469,15724,"Woburn, MA: Woburn Airport"
5470,15725,"Beaver, AK: Beaver Airport"
5471,15726,"Big Rapids, MI: Roben-Hood"
5472,15727,"Bennettsville, SC: Bennettsville Airport"
5473,15728,"Downtown, CA: Downtown Airport"
5474,15729,"Castro, Chile: Gamboa"
5475,15730,"Whalers Cove Lodge, AK: Whalers Cove Lodge Airport"
5476,15731,"Chandalar, AK: Chandalar Lake"
5477,15732,"Wide Bay, AK: Wide Bay Airport"
5478,15734,"Enid, OK: Enid Woodring Regional"
5479,15735,"Windhoek, Namibia: Hosea Kutako International"
5480,15736,"Eastsound, WA: Waldronaire"
5481,15737,"Winder, GA: Barrow County"
5482,15738,"Dashuipo, China: Dashuipo Airport"
5483,15739,"Weipa, Australia: Weipa Airport"
5484,15740,"Welkom, South Africa: Welkom Airport"
5485,15741,"Ketchikan, AK: Ketchikan Waterfront Seaplane Base"
5486,15744,"Wagga Wagga, Australia: Wagga Wagga Airport"
5487,15745,"Walgett, Australia: Walgett Airport"
5488,15746,"Bahia Tortugas, Mexico: Bahia Tortugas Airport"
5489,15747,"Isle Baltra, Ecuador: Isle Baltra Off-Line Point"
5490,15749,"Winchester, VA: Winchester Regional"
5491,15750,"Waingapu, Indonesia: Mau Hau"
5492,15751,"Frenchville, ME: Northern Aroostook Regional"
5493,15754,"Hyder, AK: Hyder Seaplane Base"
5494,15755,"Whakatane, New Zealand: Whakatane Airport"
5495,15756,"Franz Josef, New Zealand: Franz Josef Airport"
5496,15758,"Eagle, CO: Vail/Avon"
5497,15759,"Wharton, TX: Wharton Regional"
5498,15760,"Black River Falls, WI: Black River Falls Area"
5499,15761,"Phillips, WI: Price County"
5500,15762,"Wilbur, WA: Wilbur Airport"
5501,15763,"Wick, United Kingdom: Wick Airport"
5502,15766,"Nairobi, Kenya: Nairobi/Wilson"
5503,15767,"Winton, Australia: Winton Airport"
5504,15768,"Woja, Marshall Islands: Woja Airport"
5505,15769,"Lancaster, CA: General William J. Fox Airfield"
5506,15772,"Wanaka, New Zealand: Wanaka Airport"
5507,15773,"Wakkanai, Japan: Wakkanai Airport"
5508,15774,"Aleknagik, AK: Aleknagik New"
5509,15775,"Waikoloa Village, HI: Waikoloa Heliport"
5510,15776,"Hwange, Zimbabwe: Hwange National Park"
5511,15777,"Wakunai, Papua New Guinea: Wakunai Airport"
5512,15778,"Walker's Cay, The Bahamas: Walker's"
5513,15779,"Philadelphia, PA: Penns Landing Seaplane Base"
5514,15781,"Labouchere Bay, AK: Labouchere Bay Airport"
5515,15782,"Winfield, KS: Strother Field"
5516,15783,"Wellington, New Zealand: Wellington International"
5517,15784,"Walaha, Vanuatu: Walaha Airport"
5518,15785,"Selawik, AK: Selawik Airport"
5519,15786,"Waltham, MA: Waltham Hospital Heliport"
5520,15787,"Wallis Island, Wallis and Futuna: Wallis Hihifo"
5521,15789,"Willows, CA: Willows Glenn County"
5522,15790,"Warrnambool, Australia: Warrnambool Airport"
5523,15791,"Winnemucca, NV: Winnemucca Municipal"
5524,15792,"Mountain Home, AR: Baxter County"
5525,15793,"Meyers Chuck, AK: Meyers Chuck Seaplane Base"
5526,15794,"White Mountain, AK: White Mountain Airport"
5527,15795,"Mananara, Madagascar: Avaratra"
5528,15798,"Napakiak, AK: Napakiak Airport"
5529,15799,"Wunnumin Lake, Canada: Wunnumin Lake Airport"
5530,15800,"Naga, Philippines: Naga Airport"
5531,15801,"Windorah, Australia: Windorah Airport"
5532,15802,"Nawab Shah, Pakistan: Nawabshah"
5533,15804,"Wenzhou, China: Longwan"
5534,15805,"Wood River, AK: Wood River Airport"
5535,15807,"Willow, AK: Willow Airport"
5536,15810,"Wipim, Papua New Guinea: Wipim Airport"
5537,15812,"Puerto Williams, Chile: Guardiamarina Zanartu"
5538,15813,"Ovid, NY: Ovid Airport"
5539,15814,"Mandan, ND: Mandan Municipal"
5540,15815,"Hamilton, MT: Ravalli County"
5541,15816,"Tulelake, CA: Tulelake Municipal"
5542,15817,"Dinsmore, CA: Dinsmore Airport"
5543,15818,"Rigby, ID: Rigby Airport"
5544,15819,"Hesperia, CA: Hesperia Airport"
5545,15820,"Dorris, CA: Butte Valley"
5546,15821,"Connell, WA: Connell City"
5547,15822,"Peard Bay, AK: Peard Bay Airport"
5548,15823,"Townsend, MT: Townsend Airport"
5549,15824,"Bluff, AK: Bluff Airport"
5550,15825,"Lake Charles, LA: Chennault International"
5551,15826,"Campbellsville, KY: Taylor County"
5552,15827,"Rosamond, CA: Rosamond Skypark"
5553,15828,"Oceano, CA: Oceano County"
5554,15829,"Fairburn, SD: Custer State Park"
5555,15830,"Naknek, AK: Tibbetts"
5556,15831,"Poplar, MT: Poplar Municipal"
5557,15832,"Bridger, MT: Bridger Municipal"
5558,15833,"Portales, NM: Portales Municipal"
5559,15835,"David River, AK: David River Airport"
5560,15836,"Kiavak, AK: Kiavak Airport"
5561,15837,"Port Wakefield, AK: Port Wakefield Airport"
5562,15838,"Chignik Lake, AK: Chignik Lake Airport"
5563,15839,"Macon, GA: Robins AFB"
5564,15840,"Whangarei, New Zealand: Whangarei Airport"
5565,15841,"Wrangell, AK: Wrangell Airport"
5566,15842,"Fort Dix, NJ: McGuire Field"
5567,15843,"Worland, WY: Worland Municipal"
5568,15845,"Wroclaw, Poland: Strachowice"
5569,15846,"Steamboat Bay, AK: Steamboat Bay Airport"
5570,15847,"Washington, PA: Washington County"
5571,15848,"Shirley, NY: Brookhaven"
5572,15849,"Wasilla, AK: Wasilla Airport"
5573,15850,"San Juan, AK: San Juan Airport"
5574,15852,"Wiseman, AK: Wiseman Airport"
5575,15853,"South Naknek, AK: South Naknek 2"
5576,15854,"Waspam, Nicaragua: Waspam Airport"
5577,15855,"Westerly, RI: Westerly State"
5578,15856,"Westsound, WA: Westsound Airport"
5579,15857,"Shute Harbour/Whitsunday, Australia: Whitsunday Airstrip"
5580,15858,"Westport, New Zealand: Westport Airport"
5581,15859,"New York, NY: World Trade Center Heliport"
5582,15860,"West End, The Bahamas: West End Airport"
5583,15861,"Noatak, AK: Noatak Airport"
5584,15862,"Tuntutuliak, AK: Tuntutuliak Airport"
5585,15863,"Waddington, United Kingdom: RAF Waddington"
5586,15864,"Whiteriver, AZ: Whiteriver Airport"
5587,15865,"Tsiroanomandidy, Madagascar: Tsiroanomandidy Airport"
5588,15866,"Whittier, AK: Whittier Airport"
5589,15867,"Wau, Papua New Guinea: Wau Airport"
5590,15868,"Wuhan, China: Tianhe"
5591,15869,"Duchesne, UT: Duchesne Municipal"
5592,15870,"Ocean Shores, WA: Avco"
5593,15871,"Wau, South Sudan: Wau Airport"
5594,15872,"Wuxi, China: Shuofang"
5595,15873,"Charleston, WV: Mcs-Pad Heliport"
5596,15874,"Falls Church, VA: Washington-Virginia"
5597,15875,"Walvis Bay, Namibia: Walvis Bay Airport"
5598,15877,"Watsonville, CA: Watsonville Municipal"
5599,15878,"Manakara, Madagascar: Manakara Airport"
5600,15879,"Augusta/Waterville, ME: Waterville Robert Lafleur"
5601,15881,"Wasilla, AK: Wasilla Airport"
5602,15882,"Cape May, NJ: Cape May County"
5603,15883,"Wewak, Papua New Guinea: Wewak International"
5604,15885,"Whale Pass, AK: Whale Pass Airport"
5605,15886,"Woodward, OK: West Woodward"
5606,15887,"Newtok, AK: Newtok Airport"
5607,15892,"Pinedale, WY: Ralph Wenz Field"
5608,15893,"Whyalla, Australia: Whyalla Airport"
5609,15894,"Yes Bay, AK: Yes Bay Lodge Seaplane Base"
5610,15895,"Yengema, Sierra Leone: Yengema Airport"
5611,15896,"Wyndham, Australia: Wyndham Airport"
5612,15897,"West Yellowstone, MT: Yellowstone"
5613,15899,"Nassau, The Bahamas: Nassau Seaplane Base"
5614,15900,"Alamos, Mexico: Alamos Airport"
5615,15901,"Chapeco, Brazil: Chapeco Airport"
5616,15902,"Bearskin Lake, Canada: Bearskin Lake Airport"
5617,15903,"Brockville, Canada: Brockville Regional Tackaberry"
5618,15904,"Christmas Island, Christmas Island: Christmas Island Airport"
5619,15905,"Cluff Lake, Canada: Cluff Lake Airport"
5620,15906,"Chalons-En-Champagne, France: Chalons Vatry"
5621,15907,"Lake Geneva, WI: Americana"
5622,15908,"Xichang, China: Qingshan"
5623,15910,"Xi'an, China: Xianyang"
5624,15913,"St. Louis, Senegal: Saint Louis"
5625,15914,"Lemwerder, Germany: Lemwerder Airport"
5626,15915,"Madison, SD: Madison Municipal"
5627,15916,"Manihi, French Polynesia: Manihi Airport"
5628,15917,"Xiamen, China: Gaoqi"
5629,15918,"Marmande, France: Marmande Virazeil"
5630,15919,"Fayetteville, AR: Northwest Arkansas Regional"
5631,15920,"Quang Ngai, Vietnam: Quang Ngai Airport"
5632,15921,"Xining, China: Xining Airport"
5633,15923,"Comayagua, Honduras: Palmerola Air Base"
5634,15924,"Al Bakr, Iraq: Joint Base Balad"
5635,15925,"Quepos, Costa Rica: Quepos Airport"
5636,15926,"Richmond, Australia: Richmond AFB"
5637,15927,"Reston, VA: Reston Airport"
5638,15928,"Jerez de la Frontera, Spain: Jerez"
5639,15929,"South Caicos, Turks and Caicos Islands: South Caicos International"
5640,15930,"Tonopah, NV: Tonopah Test Range"
5641,15931,"Leonardtown, MD: St. Mary's County Regional"
5642,15932,"Seletar, Singapore: Seletar Airport"
5643,15933,"Xuzhou, China: Xuzhou Airport"
5644,15934,"Granite Point, AK: Granite Point Ndb"
5645,15936,"Yantarni Bay, AK: Yantarni Bay Airport"
5646,15937,"Emmen, Switzerland: Emmen Airport"
5647,15938,"Copalis, WA: Copalis State"
5648,15939,"Jerome, ID: Jerome County"
5649,15941,"Aztec, NM: Aztec Municipal"
5650,15943,"Dexter, ME: Dexter Regional"
5651,15944,"Port Orchard, WA: Port Orchard Airport"
5652,15945,"Blackfoot, ID: McCarley Field"
5653,15946,"Riyadh, Saudi Arabia: Riyadh Military"
5654,15947,"Jupiter, FL: William P Gwinn"
5655,15948,"Kimball, NE: Kimball Municipal/Robert E. Arraj Field"
5656,15949,"Al Kharj, Saudi Arabia: Prince Sultan AB"
5657,15950,"Iwakuni, Japan: Iwakuni MCAS"
5658,15952,"Oliktok, AK: Oliktok LRRS"
5659,15953,"Nushagak Bay, AK: Nushagak Bay Airport"
5660,15954,"Marion, AL: Perry County"
5661,15956,"Driggs, ID: Teton Peaks"
5662,15961,"Woodford, United Kingdom: Manchester Woodford"
5663,15963,"Clarendon, TX: Smiley Johnson Municipal/Bass Field"
5664,15964,"Lakewood, NJ: Lakewood Airport"
5665,15966,"Cambridge, MA: Arthur D. Little Heliport"
5666,15968,"Doha, Qatar: Al Udeid AB"
5667,15971,"Willits, CA: Ells Field-Willits Municipal"
5668,15972,"Hurricane, UT: General Dick Stout Field"
5669,15973,"Lakeport, CA: Lampson Field"
5670,15975,"Mariposa, CA: Mariposa-Yosemite"
5671,15976,"Creswell, OR: Hobby Field"
5672,15977,"Polson, MT: Polson Airport"
5673,15978,"Ashland, OR: Ashland Municipal-Sumner Parker Field"
5674,15979,"Decatur, WA: Decatur Shores"
5675,15980,"Lake City, FL: Lake City Gateway"
5676,15981,"Mena, AR: Mena Intermountain Municipal"
5677,15982,"Fortuna, CA: Rohnerville"
5678,15983,"Zuni Pueblo, NM: Black Rock"
5679,15984,"Yandina, Solomon Islands: Yandina Airport"
5680,15986,"Anahim Lake, Canada: Anahim Lake Airport"
5681,15987,"Cat Lake, Canada: Cat Lake Airport"
5682,15988,"Asbestos Hill, Canada: Asbestos"
5683,15989,"Fort Frances, Canada: Fort Frances Municipal"
5684,15990,"La Grande 4, Canada: La Grande 4 Airport"
5685,15991,"Yakutat, AK: Yakutat Airport"
5686,15992,"Sault Ste. Marie, Canada: Sault Ste. Marie Airport"
5687,15993,"Yaounde, Cameroon: Yaounde Ville"
5688,15994,"Yap, Federated States of Micronesia: Yap International"
5689,15995,"Attawapiskat, Canada: Attawapiskat Airport"
5690,15996,"Kattiniq, Canada: Kattiniq Donaldson"
5691,15997,"Miners Bay, Canada: Miners Bay Airport"
5692,15998,"St. Anthony, Canada: St. Anthony Airport"
5693,15999,"Tofino, Canada: Long Beach"
5694,16000,"Banff, Canada: Banff Airport"
5695,16001,"Kugaaruk, Canada: Kugaaruk Airport"
5696,16002,"Baie Comeau, Canada: Baie Comeau Airport"
5697,16003,"Uranium City, Canada: Uranium City Airport"
5698,16004,"Saguenay, Canada: Bagotville"
5699,16005,"Baie Johan Beetz, Canada: Baie Johan Beetz Airport"
5700,16006,"Baker Lake, Canada: Baker Lake Airport"
5701,16007,"Campbell River, Canada: Campbell River Airport"
5702,16008,"Bronson Creek, Canada: Bronson Creek Airport"
5703,16009,"Brandon, Canada: Brandon Municipal"
5704,16010,"Opapimiskan Lake, Canada: Opapimiskan Lake Airport"
5705,16011,"Brochet, Canada: Brochet Airport"
5706,16012,"Berens River, Canada: Berens River Airport"
5707,16013,"Blanc Sablon, Canada: Blanc Sablon Airport"
5708,16014,"Cambridge Bay, Canada: Cambridge Bay Airport"
5709,16015,"Cornwall, Canada: Cornwall Regional"
5710,16016,"Nanaimo, Canada: Nanaimo Airport"
5711,16017,"Cortes Bay, Canada: Cortes Bay Airport"
5712,16018,"Castlegar/Nelson/Trail, Canada: Castlegar West Kootenay Regional"
5713,16019,"Miramichi, Canada: Miramichi Airport"
5714,16020,"Cape Saint James, Canada: Cape Saint James Airport"
5715,16021,"Colville Lake, Canada: Colville Lake Tommy Kochon"
5716,16022,"Charlo, Canada: Charlo Airport"
5717,16023,"St. Catharines, Canada: Niagara District"
5718,16024,"Cochrane, Canada: Cochrane Airport"
5719,16025,"Kugluktuk/Coppermine, Canada: Kugluktuk"
5720,16026,"Cross Lake, Canada: Cross Lake Airport"
5721,16027,"Chesterfield Inlet, Canada: Chesterfield Inlet Airport"
5722,16028,"Clyde River, Canada: Clyde River Airport"
5723,16029,"Dawson City, Canada: Dawson City Airport"
5724,16030,"Burwash Landings, Canada: Burwash"
5725,16031,"Deer Lake, Canada: Deer Lake Airport"
5726,16032,"Dease Lake, Canada: Dease Lake Airport"
5727,16033,"Dauphin, Canada: Dauphin Barker"
5728,16034,"Nain, Canada: Nain Airport"
5729,16035,"Dawson Creek, Canada: Dawson Creek Airport"
5730,16036,"Desolation Sound, Canada: Desolation Sound Marine Park"
5731,16038,"Riviere-Du-Loup, Canada: Riviere-Du-Loup Airport"
5732,16039,"Edmonton, Canada: Edmonton Metropolitan Area"
5733,16040,"Yecheon, South Korea: Yecheon Airport"
5734,16041,"Edmonton, Canada: Edmonton Namao Heliport"
5735,16042,"Edmonton, Canada: Edmonton International"
5736,16043,"Arviat, Canada: Arviat Airport"
5737,16044,"Elliot Lake, Canada: Elliot Lake Municipal"
5738,16045,"Manitowaning, Canada: Manitoulin East Municipal"
5739,16046,"Yeovilton, United Kingdom: Yeovilton Airport"
5740,16047,"Fort Severn, Canada: Fort Severn Airport"
5741,16048,"Eureka, Canada: Eureka Airport"
5742,16049,"Inuvik, Canada: Inuvik Airport"
5743,16050,"Iqaluit, Canada: Iqaluit Airport"
5744,16051,"Fredericton, Canada: Fredericton International"
5745,16052,"Flin Flon, Canada: Flin Flon Airport"
5746,16053,"Fort Resolution, Canada: Fort Resolution Airport"
5747,16054,"Fort Simpson, Canada: Fort Simpson Airport"
5748,16055,"Gagnon, Canada: Gagnon Airport"
5749,16056,"Gillies Bay, Canada: Texada Gillies Bay"
5750,16057,"Gorge Harbor, Canada: Gorge Harbor Airport"
5751,16058,"Ganges Harbor, Canada: Ganges Harbor Airport"
5752,16059,"Fort Good Hope, Canada: Fort Good Hope Ice Strip"
5753,16060,"Yonago, Japan: Miho"
5754,16061,"Kingston, Canada: Kingston Airport"
5755,16062,"La Grande, Canada: La Grande Riviere"
5756,16063,"Greenway Sound, Canada: Greenway Sound Airport"
5757,16064,"Gaspe, Canada: Michel Pouliot"
5758,16065,"Geraldton, Canada: Geraldton Greenstone Regional"
5759,16066,"Iles de la Madeleine, Canada: Iles de la Madeleine Airport"
5760,16067,"Igloolik, Canada: Igloolik Airport"
5761,16068,"Havre St. Pierre, Canada: Havre St. Pierre Airport"
5762,16069,"Kuujjuarapik, Canada: Kuujjuarapik Airport"
5763,16070,"Gillam, Canada: Gillam Airport"
5764,16072,"Grise Fiord, Canada: Grise Fiord Airport"
5765,16073,"Port Hope Simpson, Canada: Port Hope Simpson Airport"
5766,16074,"Dryden, Canada: Dryden Regional"
5767,16075,"Hearst, Canada: Hearst Municipal"
5768,16076,"Campbell River, Canada: Harbor"
5769,16077,"Holman Island, Canada: Ulukhaktok Holman"
5770,16078,"Hamilton, Canada: John C. Munro Hamilton International"
5771,16079,"Hornepayne, Canada: Hornepayne Municipal"
5772,16080,"Harrington Harbour, Canada: Harrington Harbour Airport"
5773,16081,"Sechelt, Canada: Sechelt Airport"
5774,16082,"Haines Junction, Canada: Haines Junction Airport"
5775,16083,"Montreal, Canada: St. Hubert"
5776,16084,"Hay River, Canada: Hay River Merlyn Carter"
5777,16085,"Halifax, Canada: Halifax Stanfield International"
5778,16086,"Atikokan, Canada: Atikokan Municipal"
5779,16087,"Pakuashipi, Canada: St Augustin"
5780,16088,"Big Bay Marina, Canada: Big Bay Marina Airport"
5781,16089,"Yichang, China: Yichang Sanxia"
5782,16090,"Pond Inlet, Canada: Pond Inlet Airport"
5783,16091,"Detroit, MI: Willow Run"
5784,16092,"Island Lake, Canada: Island Lake Airport"
5785,16093,"Yiwu, China: Yiwu Airport"
5786,16094,"Johnny Mountain, Canada: Johnny Mountain Airport"
5787,16095,"Stephenville, Canada: Stephenville Airport"
5788,16096,"Kamloops, Canada: Kamloops Airport"
5789,16097,"Kitchener, Canada: Waterloo"
5790,16098,"Kangirsuk, Canada: Kangirsuk Airport"
5791,16099,"Key Lake, Canada: Key Lake Airport"
5792,16100,"Schefferville, Canada: Schefferville Airport"
5793,16101,"Yakima, WA: Yakima Air Terminal/McAllister Field"
5794,16102,"Yankton, SD: Chan Gurney Municipal"
5795,16103,"Yakutsk, Russia: Yakutsk Airport"
5796,16104,"Fort George, Canada: Ft. George"
5797,16105,"Kirkland Lake, Canada: Kirkland Lake Airport"
5798,16106,"Toronto, Canada: Buttonville Municipal"
5799,16107,"Kimmirut/Lake Harbour, Canada: Lake Harbour"
5800,16108,"Chapleau, Canada: Chapleau Airport"
5801,16109,"Lansdowne House, Canada: Lansdowne House Airport"
5802,16110,"Lloydminster, Canada: Lloydminster Airport"
5803,16111,"Mingan, Canada: Mingan Airport"
5804,16112,"La Tuque, Canada: La Tuque Airport"
5805,16113,"Leaf Rapids, Canada: Leaf Rapids Airport"
5806,16114,"Alert, Canada: Alert Airport"
5807,16115,"Kelowna, Canada: Kelowna Airport"
5808,16116,"Mayo, Canada: Mayo Airport"
5809,16117,"Merritt, Canada: Merritt Airport"
5810,16118,"Matane, Canada: Matane Airport"
5811,16119,"Mary's Harbour, Canada: Mary's Harbour Airport"
5812,16120,"Murray Bay, Canada: Charlevoix"
5813,16121,"Fort McMurray, Canada: Fort McMurray Airport"
5814,16122,"Moosonee, Canada: Moosonee Airport"
5815,16123,"Port McNeill, Canada: Port McNeill Airport"
5816,16124,"Montreal, Canada: Montreal Metropolitan Area"
5817,16125,"Yurimaguas, Peru: Yurimaguas Airport"
5818,16126,"Chibougamau, Canada: Chapais"
5819,16127,"Manicouagan, Canada: Manic-5"
5820,16128,"Montreal, Canada: Montreal International (Mirabel)"
5821,16129,"Natashquan, Canada: Natashquan Airport"
5822,16130,"Yenbo, Saudi Arabia: Prince Abdulmohsin Bin Abdulaziz"
5823,16131,"Gatineau, Canada: Gatineau-Ottawa Executive"
5824,16132,"Norway House, Canada: Norway House Airport"
5825,16133,"Youngstown/Warren, OH: Youngstown-Warren Regional"
5826,16134,"Hudson's Hope, Canada: Hudson's Hope Airport"
5827,16135,"Yanji, China: Chaoyangchuan"
5828,16136,"Nootka Sound, Canada: Nootka Sound Airport"
5829,16137,"Points North Landing, Canada: Points North Landing Airport"
5830,16138,"Matagami, Canada: Matagami Airport"
5831,16139,"Yantai, China: Laishan"
5832,16140,"Yangyang, South Korea: Yangyang International"
5833,16141,"Old Crow, Canada: Old Crow Airport"
5834,16142,"Cold Lake, Canada: Cold Lake Group/Captain R. W. McNair"
5835,16143,"Ogoki, Canada: Ogoki Airport"
5836,16144,"High Level, Canada: High Level Airport"
5837,16145,"Yola, Nigeria: Yola Airport"
5838,16146,"Oshawa, Canada: Oshawa Executive"
5839,16147,"Rainbow Lake, Canada: Rainbow Lake Airport"
5840,16149,"Ottawa, Canada: Ottawa Macdonald Cartier International"
5841,16150,"Rea Point, Canada: Rea Point Airport"
5842,16151,"Prince Albert, Canada: Prince Albert Glass Field"
5843,16152,"Peace River, Canada: Peace River Airport"
5844,16153,"Pickle Lake, Canada: Pickle Lake Airport"
5845,16154,"Port Menier, Canada: Port Menier Airport"
5846,16155,"Peawanuck, Canada: Peawanuck Airport"
5847,16156,"Peterborough, Canada: Peterborough Airport"
5848,16157,"Digby Island, Canada: Prince Rupert"
5849,16158,"Port Hawkesbury, Canada: Port Hawkesbury Airport"
5850,16159,"Powell River, Canada: Powell River Airport"
5851,16160,"Povungnituk, Canada: Puvirnituq"
5852,16161,"Fort Chipewyan, Canada: Fort Chipewyan Airport"
5853,16162,"Muskoka, Canada: Muskoka Airport"
5854,16163,"Quebec, Canada: Quebec Jean Lesage International"
5855,16164,"The Pas, Canada: The Pas Airport"
5856,16165,"Red Deer, Canada: Red Deer Regional"
5857,16166,"Windsor, Canada: Windsor Airport"
5858,16167,"Watson Lake, Canada: Watson Lake Airport"
5859,16168,"Yarmouth, Canada: Yarmouth Airport"
5860,16169,"Kenora, Canada: Kenora Airport"
5861,16170,"Lethbridge, Canada: Lethbridge County"
5862,16171,"Moncton, Canada: Greater Moncton Romeo Leblanc International"
5863,16172,"Comox, Canada: Comox Airport"
5864,16173,"Regina, Canada: Regina International"
5865,16174,"Thunder Bay, Canada: Thunder Bay Airport"
5866,16175,"Grande Prairie, Canada: Grande Prairie Airport"
5867,16176,"Yorkton, Canada: Yorkton Municipal"
5868,16177,"North Battleford, Canada: North Battleford Airport"
5869,16178,"Gander, Canada: Gander International"
5870,16179,"Sydney, Canada: Sydney Airport"
5871,16180,"Quesnel, Canada: Quesnel Airport"
5872,16181,"Resolute Bay, Canada: Resolute Bay Airport"
5873,16182,"Chicoutimi, Canada: St Honore"
5874,16183,"Dean River, Canada: Dean River Airport"
5875,16184,"Roberval, Canada: Roberval Airport"
5876,16185,"Red Lake, Canada: Red Lake Airport"
5877,16186,"Trois Rivieres, Canada: Trois Rivieres Airport"
5878,16187,"Rankin Inlet, Canada: Rankin Inlet Airport"
5879,16188,"Sudbury, Canada: Sudbury Airport"
5880,16189,"Sherbrooke, Canada: Sherbrooke Airport"
5881,16190,"Stony Rapids, Canada: Stony Rapids Airport"
5882,16191,"Saint John, Canada: Saint John Airport"
5883,16192,"St. Leonard, Canada: St Leonard Cyr"
5884,16193,"Fort Smith, Canada: Fort Smith Airport"
5885,16194,"Salmon Arm, Canada: Salmon Arm Airport"
5886,16195,"Marathon, Canada: Marathon Airport"
5887,16196,"Nanisivik, Canada: Nanisivik Airport"
5888,16197,"St. Theresa Point, Canada: St. Theresa Point Airport"
5889,16198,"Summerside, Canada: Summerside Airport"
5890,16199,"Saglek, Canada: Saglek Airport"
5891,16201,"Pembroke, Canada: Pembroke Airport"
5892,16202,"Cape Dorset, Canada: Cape Dorset Airport"
5893,16203,"Alma, Canada: Chesterfield Inlet"
5894,16204,"Sullivan Bay, Canada: Sullivan Bay Water Aerodrome"
5895,16205,"Thompson, Canada: Thompson Airport"
5896,16206,"Terrace Bay, Canada: Terrace Bay Airport"
5897,16207,"Big Trout Lake, Canada: Big Trout Lake Airport"
5898,16208,"La Macaza, Canada: Mont-Tremblant International"
5899,16209,"Riviere-au-Tonnerre, Canada: Riviere Au Tonnerre"
5900,16210,"Toronto, Canada: Toronto Metropolitan Area"
5901,16211,"Tofino, Canada: Tofino Seaplane Base"
5902,16212,"Tasiujuaq, Canada: Tasiujaq"
5903,16213,"Trenton, Canada: Trenton Airport"
5904,16214,"Timmins, Canada: Victor M Power"
5905,16215,"Toronto, Canada: Billy Bishop Toronto City"
5906,16216,"Tuktoyaktuk, Canada: Tuktoyaktuk Airport"
5907,16217,"Montreal, Canada: Pierre Elliott Trudeau International"
5908,16218,"Yuma, AZ: Yuma MCAS/Yuma International"
5909,16219,"Repulse Bay, Canada: Naujaat"
5910,16220,"Hall Beach, Canada: Hall Beach Airport"
5911,16221,"Rouyn-Noranda, Canada: Rouyn-Noranda Airport"
5912,16222,"Moroni, Comoros: Iconi"
5913,16223,"Bonaventure, Canada: Bonaventure Airport"
5914,16224,"Lac La Ronge, Canada: La Ronge"
5915,16225,"Cape Dyer, Canada: Cape Dyer Airport"
5916,16226,"Val d'Or, Canada: Val d'Or Airport"
5917,16227,"Fort Chimo, Canada: Fort Chimo Airport"
5918,16228,"Norman Wells, Canada: Norman Wells Airport"
5919,16229,"Vancouver, Canada: Vancouver International"
5920,16230,"Buffalo Narrows, Canada: Buffalo Narrows Airport"
5921,16231,"Kangiqsujuaq, Canada: Kangiqsujuaq Wakeham Bay"
5922,16232,"Winnipeg, Canada: James Armstrong Richardson International"
5923,16233,"Victoria, Canada: Victoria Inner Harbour"
5924,16234,"Deline, Canada: Deline Airport"
5925,16235,"Wabush, Canada: Wabush Airport"
5926,16236,"Williams Lake, Canada: Williams Lake Airport"
5927,16237,"Chute-Des-Passes, Canada: Chute-Des-Passes Airport"
5928,16238,"White River, Canada: White River Airport"
5929,16239,"Wrigley, Canada: Wrigley Airport"
5930,16240,"Cranbrook, Canada: Canadian Rockies International"
5931,16241,"Edmonton, Canada: Edmonton City Centre"
5932,16242,"Saskatoon, Canada: John G Diefenbaker International"
5933,16243,"Medicine Hat, Canada: Medicine Hat Airport"
5934,16244,"Fort St. John, Canada: Fort St. John Airport"
5935,16245,"Rimouski, Canada: Rimouski Airport"
5936,16246,"Sioux Lookout, Canada: Sioux Lookout Airport"
5937,16247,"Pangnirtung, Canada: Pangnirtung Airport"
5938,16248,"Beaver Creek, Canada: Beaver Creek Airport"
